sample_id,label,label_name
337,0,normal
338,1,series_arc
339,1,series_arc
340,0,normal
341,2,parallel_arc
342,0,normal
343,0,normal
344,0,normal
345,1,series_arc
346,0,normal
347,0,normal
348,0,normal
349,2,parallel_arc
350,0,normal
351,2,parallel_arc
352,0,normal
353,0,normal
354,0,normal
355,0,normal
356,0,normal
357,0,normal
358,1,series_arc
359,1,series_arc
360,0,normal
361,0,normal
362,0,normal
363,0,normal
364,1,series_arc
365,0,normal
366,0,normal
367,0,normal
368,0,normal
369,0,normal
370,2,parallel_arc
371,1,series_arc
372,0,normal
373,0,normal
374,1,series_arc
375,0,normal
376,1,series_arc
377,0,normal
378,2,parallel_arc
379,2,parallel_arc
380,0,normal
381,1,series_arc
382,0,normal
383,2,parallel_arc
384,0,normal
385,1,series_arc
386,2,parallel_arc
387,0,normal
388,0,normal
389,0,normal
390,0,normal
391,0,normal
392,1,series_arc
393,2,parallel_arc
394,0,normal
395,0,normal
396,0,normal
397,0,normal
398,0,normal
399,1,series_arc
400,0,normal
401,2,parallel_arc
402,0,normal
403,2,parallel_arc
404,2,parallel_arc
405,2,parallel_arc
406,0,normal
407,0,normal
408,0,normal
409,1,series_arc
410,0,normal
411,1,series_arc
412,1,series_arc
413,0,normal
414,1,series_arc
415,1,series_arc
416,0,normal
417,0,normal
418,2,parallel_arc
419,0,normal
420,2,parallel_arc
421,0,normal
422,0,normal
423,2,parallel_arc
424,0,normal
425,0,normal
426,1,series_arc
427,2,parallel_arc
428,0,normal
429,0,normal
430,1,series_arc
431,0,normal
432,1,series_arc
433,0,normal
434,0,normal
435,0,normal
436,1,series_arc
437,0,normal
438,0,normal
439,0,normal
440,0,normal
441,1,series_arc
442,0,normal
443,0,normal
444,1,series_arc
445,0,normal
446,1,series_arc
447,0,normal
448,1,series_arc
449,1,series_arc
450,0,normal
451,0,normal
452,1,series_arc
453,0,normal
454,1,series_arc
455,1,series_arc
456,0,normal
457,0,normal
458,2,parallel_arc
459,1,series_arc
460,2,parallel_arc
461,0,normal
462,1,series_arc
463,1,series_arc
464,1,series_arc
465,2,parallel_arc
466,0,normal
467,0,normal
468,0,normal
469,0,normal
470,0,normal
471,0,normal
472,1,series_arc
473,2,parallel_arc
474,1,series_arc
475,0,normal
476,1,series_arc
477,0,normal
478,0,normal
479,0,normal
480,0,normal
481,2,parallel_arc
482,2,parallel_arc
483,0,normal
484,1,series_arc
485,2,parallel_arc
486,1,series_arc
487,2,parallel_arc
488,1,series_arc
489,2,parallel_arc
490,0,normal
491,1,series_arc
492,0,normal
493,0,normal
494,0,normal
495,1,series_arc
496,0,normal
497,0,normal
498,0,normal
499,2,parallel_arc
500,0,normal
501,1,series_arc
502,2,parallel_arc
503,1,series_arc
504,0,normal
505,0,normal
506,0,normal
507,0,normal
508,0,normal
509,0,normal
510,0,normal
511,1,series_arc
512,1,series_arc
513,0,normal
514,0,normal
515,1,series_arc
516,0,normal
517,1,series_arc
518,2,parallel_arc
519,0,normal
520,1,series_arc
521,0,normal
522,0,normal
523,0,normal
524,0,normal
525,0,normal
526,1,series_arc
527,1,series_arc
528,1,series_arc
529,0,normal
530,0,normal
531,2,parallel_arc
532,0,normal
533,0,normal
534,0,normal
535,1,series_arc
536,1,series_arc
537,0,normal
538,0,normal
539,0,normal
540,0,normal
541,2,parallel_arc
542,0,normal
543,0,normal
544,1,series_arc
545,1,series_arc
546,2,parallel_arc
547,1,series_arc
548,0,normal
549,0,normal
550,1,series_arc
551,0,normal
552,0,normal
553,2,parallel_arc
554,2,parallel_arc
555,0,normal
556,0,normal
557,2,parallel_arc
558,0,normal
559,1,series_arc
560,1,series_arc
561,2,parallel_arc
562,0,normal
563,1,series_arc
564,1,series_arc
565,0,normal
566,2,parallel_arc
567,0,normal
568,0,normal
569,2,parallel_arc
570,1,series_arc
571,0,normal
572,0,normal
573,0,normal
574,0,normal
575,0,normal
576,2,parallel_arc
577,0,normal
578,1,series_arc
579,1,series_arc
580,0,normal
581,0,normal
582,1,series_arc
583,1,series_arc
584,1,series_arc
585,0,normal
586,2,parallel_arc
587,1,series_arc
588,0,normal
589,0,normal
590,0,normal
591,2,parallel_arc
592,1,series_arc
593,0,normal
594,0,normal
595,0,normal
596,0,normal
597,0,normal
598,0,normal
599,0,normal
600,0,normal
601,0,normal
602,0,normal
603,1,series_arc
604,1,series_arc
605,0,normal
606,0,normal
607,1,series_arc
608,0,normal
609,0,normal
610,0,normal
611,1,series_arc
612,1,series_arc
613,0,normal
614,0,normal
615,1,series_arc
616,1,series_arc
617,2,parallel_arc
618,0,normal
619,0,normal
620,1,series_arc
621,1,series_arc
622,0,normal
623,1,series_arc
624,0,normal
625,1,series_arc
626,2,parallel_arc
627,1,series_arc
628,1,series_arc
629,2,parallel_arc
630,0,normal
631,0,normal
632,0,normal
633,0,normal
634,0,normal
635,1,series_arc
636,0,normal
637,1,series_arc
638,0,normal
639,0,normal
640,1,series_arc
641,0,normal
642,0,normal
643,1,series_arc
644,1,series_arc
645,0,normal
646,0,normal
647,0,normal
648,2,parallel_arc
649,1,series_arc
650,0,normal
651,0,normal
652,2,parallel_arc
653,0,normal
654,0,normal
655,0,normal
656,0,normal
657,2,parallel_arc
658,0,normal
659,0,normal
660,0,normal
661,1,series_arc
662,0,normal
663,0,normal
664,0,normal
665,1,series_arc
666,0,normal
667,1,series_arc
668,0,normal
669,0,normal
670,1,series_arc
671,0,normal
672,0,normal
673,0,normal
674,0,normal
675,0,normal
676,0,normal
677,0,normal
678,1,series_arc
679,2,parallel_arc
680,1,series_arc
681,1,series_arc
682,0,normal
683,0,normal
684,0,normal
685,0,normal
686,1,series_arc
687,0,normal
688,0,normal
689,1,series_arc
690,0,normal
691,0,normal
692,0,normal
693,0,normal
694,0,normal
695,0,normal
696,0,normal
697,1,series_arc
698,0,normal
699,0,normal
700,0,normal
701,0,normal
702,2,parallel_arc
703,1,series_arc
704,1,series_arc
705,1,series_arc
706,0,normal
707,0,normal
708,0,normal
709,1,series_arc
710,0,normal
711,2,parallel_arc
712,0,normal
713,1,series_arc
714,2,parallel_arc
715,2,parallel_arc
716,0,normal
717,0,normal
718,1,series_arc
719,0,normal
720,0,normal
721,2,parallel_arc
722,0,normal
723,1,series_arc
724,0,normal
725,0,normal
726,0,normal
727,1,series_arc
728,2,parallel_arc
729,2,parallel_arc
730,2,parallel_arc
731,0,normal
732,1,series_arc
733,2,parallel_arc
734,0,normal
735,1,series_arc
736,1,series_arc
737,0,normal
738,1,series_arc
739,2,parallel_arc
740,2,parallel_arc
741,0,normal
742,1,series_arc
743,0,normal
744,2,parallel_arc
745,2,parallel_arc
746,1,series_arc
747,0,normal
748,0,normal
749,1,series_arc
750,0,normal
751,0,normal
752,0,normal
753,0,normal
754,0,normal
755,0,normal
756,0,normal
757,1,series_arc
758,0,normal
759,2,parallel_arc
760,0,normal
761,1,series_arc
762,1,series_arc
763,0,normal
764,0,normal
765,2,parallel_arc
766,0,normal
767,2,parallel_arc
768,0,normal
769,0,normal
770,1,series_arc
771,0,normal
772,1,series_arc
773,1,series_arc
774,0,normal
775,0,normal
776,1,series_arc
777,1,series_arc
778,2,parallel_arc
779,0,normal
780,0,normal
781,1,series_arc
782,2,parallel_arc
783,0,normal
784,0,normal
785,1,series_arc
786,0,normal
787,0,normal
788,0,normal
789,0,normal
790,0,normal
791,1,series_arc
792,1,series_arc
793,2,parallel_arc
794,2,parallel_arc
795,2,parallel_arc
796,1,series_arc
797,0,normal
798,0,normal
799,0,normal
800,0,normal
801,0,normal
802,0,normal
803,0,normal
804,0,normal
805,0,normal
806,1,series_arc
807,0,normal
808,0,normal
809,1,series_arc
810,0,normal
811,0,normal
812,0,normal
813,0,normal
814,2,parallel_arc
815,0,normal
816,0,normal
817,0,normal
818,1,series_arc
819,0,normal
820,1,series_arc
821,2,parallel_arc
822,0,normal
823,1,series_arc
824,0,normal
825,0,normal
826,1,series_arc
827,1,series_arc
828,1,series_arc
829,1,series_arc
830,0,normal
831,1,series_arc
832,1,series_arc
833,0,normal
834,1,series_arc
835,0,normal
836,0,normal
837,0,normal
838,0,normal
839,0,normal
840,2,parallel_arc
841,0,normal
842,2,parallel_arc
843,0,normal
844,1,series_arc
845,1,series_arc
846,0,normal
847,0,normal
848,0,normal
849,0,normal
850,2,parallel_arc
851,2,parallel_arc
852,1,series_arc
853,0,normal
854,0,normal
855,2,parallel_arc
856,0,normal
857,0,normal
858,0,normal
859,0,normal
860,2,parallel_arc
861,0,normal
862,2,parallel_arc
863,2,parallel_arc
864,0,normal
865,1,series_arc
866,0,normal
867,2,parallel_arc
868,0,normal
869,2,parallel_arc
870,0,normal
871,0,normal
872,0,normal
873,0,normal
874,0,normal
875,0,normal
876,0,normal
877,2,parallel_arc
878,0,normal
879,1,series_arc
880,0,normal
881,2,parallel_arc
882,0,normal
883,0,normal
884,1,series_arc
885,2,parallel_arc
886,0,normal
887,0,normal
888,0,normal
889,0,normal
890,0,normal
891,0,normal
892,0,normal
893,0,normal
894,0,normal
895,2,parallel_arc
896,0,normal
897,0,normal
898,0,normal
899,0,normal
900,0,normal
901,2,parallel_arc
902,2,parallel_arc
903,1,series_arc
904,2,parallel_arc
905,0,normal
906,0,normal
907,0,normal
908,1,series_arc
909,0,normal
910,1,series_arc
911,0,normal
912,0,normal
913,2,parallel_arc
914,0,normal
915,0,normal
916,2,parallel_arc
917,0,normal
918,1,series_arc
919,0,normal
920,0,normal
921,0,normal
922,1,series_arc
923,1,series_arc
924,2,parallel_arc
925,1,series_arc
926,0,normal
927,1,series_arc
928,0,normal
929,0,normal
930,0,normal
931,0,normal
932,0,normal
933,1,series_arc
934,0,normal
935,1,series_arc
936,0,normal
937,2,parallel_arc
938,1,series_arc
939,0,normal
940,2,parallel_arc
941,2,parallel_arc
942,0,normal
943,0,normal
944,1,series_arc
945,1,series_arc
946,0,normal
947,1,series_arc
948,1,series_arc
949,1,series_arc
950,0,normal
951,1,series_arc
952,1,series_arc
953,0,normal
954,0,normal
955,0,normal
956,1,series_arc
957,0,normal
958,0,normal
959,0,normal
960,0,normal
961,0,normal
962,1,series_arc
963,0,normal
964,0,normal
965,2,parallel_arc
966,0,normal
967,0,normal
968,2,parallel_arc
969,0,normal
970,0,normal
971,0,normal
972,0,normal
973,1,series_arc
974,1,series_arc
975,1,series_arc
976,2,parallel_arc
977,1,series_arc
978,1,series_arc
979,0,normal
980,2,parallel_arc
981,0,normal
982,0,normal
983,1,series_arc
984,1,series_arc
985,1,series_arc
986,0,normal
987,0,normal
988,0,normal
989,0,normal
990,0,normal
991,1,series_arc
992,2,parallel_arc
993,2,parallel_arc
994,0,normal
995,0,normal
996,0,normal
997,2,parallel_arc
998,1,series_arc
999,0,normal
1000,0,normal
1001,2,parallel_arc
1002,0,normal
1003,0,normal
1004,1,series_arc
1005,0,normal
1006,0,normal
1007,0,normal
1008,0,normal
1009,1,series_arc
1010,0,normal
1011,0,normal
1012,2,parallel_arc
1013,1,series_arc
1014,1,series_arc
1015,0,normal
1016,2,parallel_arc
1017,0,normal
1018,1,series_arc
1019,0,normal
1020,0,normal
1021,0,normal
1022,1,series_arc
1023,1,series_arc
1024,0,normal
1025,0,normal
1026,0,normal
1027,2,parallel_arc
1028,0,normal
1029,1,series_arc
1030,0,normal
1031,0,normal
1032,0,normal
1033,0,normal
1034,0,normal
1035,0,normal
1036,1,series_arc
1037,0,normal
1038,1,series_arc
1039,0,normal
1040,1,series_arc
1041,0,normal
1042,2,parallel_arc
1043,0,normal
1044,0,normal
1045,0,normal
1046,0,normal
1047,0,normal
1048,1,series_arc
1049,1,series_arc
1050,0,normal
1051,0,normal
1052,0,normal
1053,0,normal
1054,0,normal
1055,0,normal
1056,1,series_arc
1057,0,normal
1058,0,normal
1059,0,normal
1060,1,series_arc
1061,0,normal
1062,0,normal
1063,0,normal
1064,0,normal
1065,0,normal
1066,0,normal
1067,0,normal
1068,2,parallel_arc
1069,0,normal
1070,1,series_arc
1071,1,series_arc
1072,0,normal
1073,1,series_arc
1074,2,parallel_arc
1075,0,normal
1076,0,normal
1077,0,normal
1078,0,normal
1079,0,normal
1080,2,parallel_arc
1081,1,series_arc
1082,0,normal
1083,1,series_arc
1084,2,parallel_arc
1085,0,normal
1086,0,normal
1087,0,normal
1088,1,series_arc
1089,0,normal
1090,2,parallel_arc
1091,0,normal
1092,0,normal
1093,1,series_arc
1094,2,parallel_arc
1095,2,parallel_arc
1096,0,normal
1097,2,parallel_arc
1098,0,normal
1099,1,series_arc
1100,1,series_arc
1101,0,normal
1102,0,normal
1103,0,normal
1104,0,normal
1105,1,series_arc
1106,0,normal
1107,0,normal
1108,0,normal
1109,1,series_arc
1110,0,normal
1111,0,normal
1112,0,normal
1113,1,series_arc
1114,2,parallel_arc
1115,1,series_arc
1116,1,series_arc
1117,2,parallel_arc
1118,0,normal
1119,0,normal
1120,1,series_arc
1121,0,normal
1122,0,normal
1123,1,series_arc
1124,0,normal
1125,2,parallel_arc
1126,0,normal
1127,0,normal
1128,1,series_arc
1129,0,normal
1130,0,normal
1131,0,normal
1132,0,normal
1133,2,parallel_arc
1134,0,normal
1135,1,series_arc
1136,0,normal
1137,0,normal
1138,0,normal
1139,0,normal
1140,1,series_arc
1141,1,series_arc
1142,0,normal
1143,0,normal
1144,0,normal
1145,0,normal
1146,0,normal
1147,0,normal
1148,0,normal
1149,1,series_arc
1150,1,series_arc
1151,1,series_arc
1152,0,normal
1153,2,parallel_arc
1154,2,parallel_arc
1155,0,normal
1156,0,normal
1157,0,normal
1158,1,series_arc
1159,2,parallel_arc
1160,1,series_arc
1161,0,normal
1162,0,normal
1163,0,normal
1164,1,series_arc
1165,0,normal
1166,2,parallel_arc
1167,0,normal
1168,2,parallel_arc
1169,1,series_arc
1170,0,normal
1171,2,parallel_arc
1172,0,normal
1173,2,parallel_arc
1174,2,parallel_arc
1175,1,series_arc
1176,1,series_arc
1177,1,series_arc
1178,2,parallel_arc
1179,0,normal
1180,2,parallel_arc
1181,0,normal
1182,0,normal
1183,0,normal
1184,2,parallel_arc
1185,0,normal
1186,0,normal
1187,2,parallel_arc
1188,2,parallel_arc
1189,0,normal
1190,0,normal
1191,0,normal
1192,1,series_arc
1193,0,normal
1194,1,series_arc
1195,1,series_arc
1196,0,normal
1197,0,normal
1198,0,normal
1199,0,normal
1200,1,series_arc
1201,1,series_arc
1202,0,normal
1203,0,normal
1204,0,normal
1205,1,series_arc
1206,0,normal
1207,0,normal
1208,1,series_arc
1209,0,normal
1210,0,normal
1211,1,series_arc
1212,0,normal
1213,0,normal
1214,1,series_arc
1215,1,series_arc
1216,1,series_arc
1217,0,normal
1218,0,normal
1219,2,parallel_arc
1220,0,normal
1221,1,series_arc
1222,2,parallel_arc
1223,1,series_arc
1224,0,normal
1225,0,normal
1226,0,normal
1227,2,parallel_arc
1228,0,normal
1229,0,normal
1230,1,series_arc
1231,1,series_arc
1232,1,series_arc
1233,2,parallel_arc
1234,0,normal
1235,1,series_arc
1236,0,normal
1237,0,normal
1238,0,normal
1239,0,normal
1240,2,parallel_arc
1241,0,normal
1242,0,normal
1243,0,normal
1244,1,series_arc
1245,0,normal
1246,0,normal
1247,0,normal
1248,0,normal
1249,0,normal
1250,1,series_arc
1251,0,normal
1252,2,parallel_arc
1253,1,series_arc
1254,0,normal
1255,2,parallel_arc
1256,0,normal
1257,1,series_arc
1258,0,normal
1259,0,normal
1260,2,parallel_arc
1261,1,series_arc
1262,0,normal
1263,0,normal
1264,0,normal
1265,0,normal
1266,0,normal
1267,0,normal
1268,1,series_arc
1269,0,normal
1270,0,normal
1271,2,parallel_arc
1272,1,series_arc
1273,1,series_arc
1274,1,series_arc
1275,0,normal
1276,0,normal
1277,0,normal
1278,1,series_arc
1279,1,series_arc
1280,0,normal
1281,0,normal
1282,1,series_arc
1283,1,series_arc
1284,1,series_arc
1285,2,parallel_arc
1286,2,parallel_arc
1287,0,normal
1288,0,normal
1289,2,parallel_arc
1290,0,normal
1291,0,normal
1292,1,series_arc
1293,2,parallel_arc
1294,1,series_arc
1295,0,normal
1296,2,parallel_arc
1297,1,series_arc
1298,0,normal
1299,0,normal
1300,0,normal
1301,0,normal
1302,2,parallel_arc
1303,2,parallel_arc
1304,1,series_arc
1305,1,series_arc
1306,1,series_arc
1307,0,normal
1308,0,normal
1309,0,normal
1310,0,normal
1311,1,series_arc
1312,1,series_arc
1313,1,series_arc
1314,0,normal
1315,2,parallel_arc
1316,0,normal
1317,1,series_arc
1318,0,normal
1319,1,series_arc
1320,0,normal
1321,2,parallel_arc
1322,0,normal
1323,0,normal
1324,0,normal
1325,2,parallel_arc
1326,0,normal
1327,0,normal
1328,0,normal
1329,0,normal
1330,1,series_arc
1331,0,normal
1332,0,normal
1333,0,normal
1334,0,normal
1335,0,normal
1336,1,series_arc
1337,0,normal
1338,0,normal
1339,2,parallel_arc
1340,2,parallel_arc
1341,1,series_arc
1342,1,series_arc
1343,0,normal
1344,0,normal
1345,0,normal
1346,0,normal
1347,1,series_arc
1348,0,normal
1349,1,series_arc
1350,1,series_arc
1351,1,series_arc
1352,2,parallel_arc
1353,0,normal
1354,2,parallel_arc
1355,1,series_arc
1356,0,normal
1357,1,series_arc
1358,0,normal
1359,0,normal
1360,2,parallel_arc
1361,1,series_arc
1362,0,normal
1363,0,normal
1364,1,series_arc
1365,2,parallel_arc
1366,0,normal
1367,0,normal
1368,0,normal
1369,2,parallel_arc
1370,0,normal
1371,0,normal
1372,0,normal
1373,1,series_arc
1374,1,series_arc
1375,2,parallel_arc
1376,1,series_arc
1377,1,series_arc
1378,2,parallel_arc
1379,0,normal
1380,0,normal
1381,0,normal
1382,0,normal
1383,2,parallel_arc
1384,1,series_arc
1385,0,normal
1386,1,series_arc
1387,2,parallel_arc
1388,1,series_arc
1389,1,series_arc
1390,0,normal
1391,0,normal
1392,2,parallel_arc
1393,1,series_arc
1394,0,normal
1395,0,normal
1396,2,parallel_arc
1397,0,normal
1398,2,parallel_arc
1399,0,normal
1400,0,normal
1401,1,series_arc
1402,1,series_arc
1403,1,series_arc
1404,0,normal
1405,1,series_arc
1406,0,normal
1407,2,parallel_arc
1408,0,normal
1409,0,normal
1410,2,parallel_arc
1411,2,parallel_arc
1412,0,normal
1413,1,series_arc
1414,0,normal
1415,1,series_arc
1416,1,series_arc
1417,0,normal
1418,2,parallel_arc
1419,0,normal
1420,0,normal
1421,0,normal
1422,0,normal
1423,0,normal
1424,0,normal
1425,2,parallel_arc
1426,0,normal
1427,1,series_arc
1428,0,normal
1429,0,normal
1430,1,series_arc
1431,1,series_arc
1432,0,normal
1433,0,normal
1434,0,normal
1435,1,series_arc
1436,1,series_arc
1437,1,series_arc
1438,2,parallel_arc
1439,0,normal
1440,0,normal
1441,0,normal
1442,0,normal
1443,0,normal
1444,0,normal
1445,0,normal
1446,0,normal
1447,0,normal
1448,1,series_arc
1449,1,series_arc
1450,1,series_arc
1451,0,normal
1452,0,normal
1453,0,normal
1454,0,normal
1455,1,series_arc
1456,2,parallel_arc
1457,1,series_arc
1458,1,series_arc
1459,0,normal
1460,1,series_arc
1461,0,normal
1462,1,series_arc
1463,0,normal
1464,1,series_arc
1465,0,normal
1466,0,normal
1467,2,parallel_arc
1468,2,parallel_arc
1469,0,normal
1470,0,normal
1471,1,series_arc
1472,2,parallel_arc
1473,0,normal
1474,0,normal
1475,1,series_arc
1476,0,normal
1477,1,series_arc
1478,0,normal
1479,0,normal
1480,0,normal
1481,0,normal
1482,1,series_arc
1483,0,normal
1484,1,series_arc
1485,0,normal
1486,1,series_arc
1487,1,series_arc
1488,1,series_arc
1489,0,normal
1490,2,parallel_arc
1491,1,series_arc
1492,0,normal
1493,1,series_arc
1494,0,normal
1495,0,normal
1496,0,normal
1497,0,normal
1498,0,normal
1499,2,parallel_arc
1500,1,series_arc
1501,2,parallel_arc
1502,0,normal
1503,1,series_arc
1504,1,series_arc
1505,0,normal
1506,0,normal
1507,1,series_arc
1508,1,series_arc
1509,0,normal
1510,0,normal
1511,0,normal
1512,0,normal
1513,0,normal
1514,0,normal
1515,0,normal
1516,0,normal
1517,0,normal
1518,0,normal
1519,2,parallel_arc
1520,0,normal
1521,0,normal
1522,0,normal
1523,0,normal
1524,0,normal
1525,0,normal
1526,0,normal
1527,1,series_arc
1528,0,normal
1529,0,normal
1530,1,series_arc
1531,1,series_arc
1532,2,parallel_arc
1533,0,normal
1534,0,normal
1535,2,parallel_arc
1536,0,normal
1537,0,normal
1538,2,parallel_arc
1539,0,normal
1540,0,normal
1541,1,series_arc
1542,0,normal
1543,0,normal
1544,0,normal
1545,0,normal
1546,0,normal
1547,0,normal
1548,2,parallel_arc
1549,2,parallel_arc
1550,0,normal
1551,0,normal
1552,0,normal
1553,0,normal
1554,0,normal
1555,0,normal
1556,0,normal
1557,0,normal
1558,1,series_arc
1559,0,normal
1560,0,normal
1561,0,normal
1562,0,normal
1563,0,normal
1564,0,normal
1565,0,normal
1566,0,normal
1567,0,normal
1568,0,normal
1569,1,series_arc
1570,1,series_arc
1571,2,parallel_arc
1572,0,normal
1573,0,normal
1574,2,parallel_arc
1575,1,series_arc
1576,2,parallel_arc
1577,1,series_arc
1578,2,parallel_arc
1579,1,series_arc
1580,0,normal
1581,0,normal
1582,0,normal
1583,1,series_arc
1584,0,normal
1585,1,series_arc
1586,0,normal
1587,1,series_arc
1588,0,normal
1589,2,parallel_arc
1590,0,normal
1591,0,normal
1592,0,normal
1593,0,normal
1594,0,normal
1595,2,parallel_arc
1596,0,normal
1597,0,normal
1598,1,series_arc
1599,2,parallel_arc
1600,0,normal
1601,0,normal
1602,2,parallel_arc
1603,0,normal
1604,0,normal
1605,0,normal
1606,0,normal
1607,0,normal
1608,1,series_arc
1609,0,normal
1610,2,parallel_arc
1611,2,parallel_arc
1612,1,series_arc
1613,1,series_arc
1614,0,normal
1615,0,normal
1616,0,normal
1617,0,normal
1618,0,normal
1619,0,normal
1620,1,series_arc
1621,0,normal
1622,2,parallel_arc
1623,0,normal
1624,2,parallel_arc
1625,0,normal
1626,0,normal
1627,1,series_arc
1628,2,parallel_arc
1629,0,normal
1630,0,normal
1631,0,normal
1632,0,normal
1633,0,normal
1634,2,parallel_arc
1635,0,normal
1636,1,series_arc
1637,0,normal
1638,0,normal
1639,0,normal
1640,0,normal
1641,0,normal
1642,0,normal
1643,0,normal
1644,1,series_arc
1645,0,normal
